filter,Date,project,key,issuetype,status,customfield_58100,customfield_60501
preALP,2021-01-01,Jive Cloud,JVCLD-38267,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-38252,Defect,Release pending,5.0,"JVCLD-108961,JVCLD-41288,JVCLD-45204,JVCLD-45205,JVCLD-49048"
preALP,2021-01-01,Jive Cloud,JVCLD-38249,Defect,Release pending,5.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841,JVCLD-49048"
preALP,2021-01-01,Jive Cloud,JVCLD-38184,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-38180,Customer Defect,Release pending,4.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841"
preALP,2021-01-01,Jive Cloud,JVCLD-37993,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-37623,Customer Defect,Release pending,1.0,JVCLD-49048
preALP,2021-01-01,Jive Cloud,JVCLD-37622,Customer Defect,Release pending,4.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841"
preALP,2021-01-01,Jive Cloud,JVCLD-37619,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-37612,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-37610,Customer Defect,In Code Review,,The issue has no Functional Area affected
preALP,2021-01-01,Jive Cloud,JVCLD-37609,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-37606,Customer Defect,Release pending,4.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841"
preALP,2021-01-01,Jive Cloud,JVCLD-37602,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-37595,Customer Defect,Release pending,1.0,JVCLD-49048
preALP,2021-01-01,Jive Cloud,JVCLD-37592,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-37591,Customer Defect,Reviewed,,The issue has no Functional Area affected
preALP,2021-01-01,Jive Cloud,JVCLD-37589,Customer Defect,Release pending,1.0,JVCLD-60649
preALP,2021-01-01,Jive Cloud,JVCLD-37586,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-37585,Customer Defect,Release pending,1.0,JVCLD-45808
preALP,2021-01-01,Jive Cloud,JVCLD-37568,Customer Defect,Release pending,1.0,JVCLD-49048
preALP,2021-01-01,Jive Cloud,JVCLD-37567,Customer Defect,Release pending,2.0,"JVCLD-42912,JVCLD-49048"
preALP,2021-01-01,Jive Cloud,JVCLD-37566,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-37561,Customer Defect,Release pending,11.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841,JVCLD-55614,JVCLD-60649,JVCLD-71453,JVCLD-88875,JVCLD-89094,JVCLD-92516,JVCLD-93620"
preALP,2021-01-01,Jive Cloud,JVCLD-37425,Defect,Reviewed,,"Blast radius can't be calculated because ticket(s) JCLDALL-1264, JCLDALL-1267, JCLDALL-1270, JCLDALL-1346, JCLDALL-1351, JCLDALL-1355, JCLDALL-1357, JCLDALL-1360, JCLDALL-1478, JCLDALL-16183, JCLDALL-16235, JCLDALL-16808, JCLDALL-19952, JCLDALL-25488, JCLDALL-25505, JCLDALL-25510, JCLDALL-25680, JCLDALL-320, JCLDALL-322, JCLDALL-34085, JCLDALL-34097, JCLDALL-38545, JCLDALL-38786, JCLDALL-38989, JCLDALL-40057, JCLDALL-40467, JCLDALL-42422, JCLDALL-42542 is/are from different project than this issue. Solution: remove cross project dependency by duplicating FA / E2E to this issue project."
preALP,2021-01-01,Jive Cloud,JVCLD-37423,Defect,Release pending,2.0,"JVCLD-107819,JVCLD-43859"
preALP,2021-01-01,Jive Cloud,JVCLD-37336,Customer Defect,Release pending,4.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841"
preALP,2021-01-01,Jive Cloud,JVCLD-37331,Customer Defect,Release pending,3.0,"JVCLD-107819,JVCLD-45071,JVCLD-45072"
preALP,2021-01-01,Jive Cloud,JVCLD-37321,Customer Defect,Release pending,4.0,"JVCLD-108917,JVCLD-41605,JVCLD-45660,JVCLD-45808"
preALP,2021-01-01,Jive Cloud,JVCLD-37318,Customer Defect,Release pending,4.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841"
preALP,2021-01-01,Jive Cloud,JVCLD-37317,Customer Defect,Release pending,5.0,"JVCLD-55614,JVCLD-71453,JVCLD-88875,JVCLD-92516,JVCLD-93620"
preALP,2021-01-01,Jive Cloud,JVCLD-37316,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-37311,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-37308,Customer Defect,Release pending,4.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841"
preALP,2021-01-01,Jive Cloud,JVCLD-37305,Customer Defect,Release pending,4.0,"JVCLD-42912,JVCLD-45619,JVCLD-55407,JVCLD-55421"
preALP,2021-01-01,Jive Cloud,JVCLD-37298,Customer Defect,Release pending,1.0,JVCLD-108965
preALP,2021-01-01,Jive Cloud,JVCLD-37296,Customer Defect,Release pending,1.0,JVCLD-60649
preALP,2021-01-01,Jive Cloud,JVCLD-37292,Customer Defect,Release pending,1.0,JVCLD-49048
preALP,2021-01-01,Jive Cloud,JVCLD-37291,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-37289,Customer Defect,Release pending,2.0,"JVCLD-40767,JVCLD-62580"
preALP,2021-01-01,Jive Cloud,JVCLD-37200,Customer Defect,Release pending,4.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841"
preALP,2021-01-01,Jive Cloud,JVCLD-37196,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-37195,Customer Defect,Release pending,4.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841"
preALP,2021-01-01,Jive Cloud,JVCLD-37185,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Jive Cloud,JVCLD-37136,Defect,Release pending,2.0,"JVCLD-108967,JVCLD-42977"
preALP,2021-01-01,Jive Cloud,JVCLD-37135,Defect,Release pending,5.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841,JVCLD-49048"
preALP,2021-01-01,Jive Cloud,JVCLD-37125,Defect,Release pending,5.0,"JVCLD-108987,JVCLD-41288,JVCLD-45204,JVCLD-45205,JVCLD-49048"
preALP,2021-01-01,Jive Cloud,JVCLD-37124,Defect,Release pending,2.0,"JVCLD-108992,JVCLD-42977"
preALP,2021-01-01,Jive Cloud,JVCLD-37119,Defect,Release pending,2.0,"JVCLD-108990,JVCLD-42977"
preALP,2021-01-01,Jive Cloud,JVCLD-37114,Defect,Release pending,4.0,"JVCLD-41288,JVCLD-45204,JVCLD-45205,JVCLD-49048"
preALP,2021-01-01,Jive Cloud,JVCLD-36516,Customer Defect,Release pending,1.0,JVCLD-60649
preALP,2021-01-01,Jive Cloud,JVCLD-36512,Customer Defect,Release pending,2.0,"JVCLD-48959,JVCLD-49048"
preALP,2021-01-01,Jive Cloud,JVCLD-36509,Customer Defect,Release pending,5.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841,JVCLD-45619"
preALP,2021-01-01,Jive Cloud,JVCLD-36506,Customer Defect,Release pending,5.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841,JVCLD-45619"
preALP,2021-01-01,Jive Cloud,JVCLD-36502,Customer Defect,Release pending,11.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841,JVCLD-55614,JVCLD-60649,JVCLD-71453,JVCLD-88875,JVCLD-89094,JVCLD-92516,JVCLD-93620"
preALP,2021-01-01,Jive Cloud,JVCLD-36501,Customer Defect,Release pending,4.0,"JVCLD-42912,JVCLD-43837,JVCLD-43841,JVCLD-45619"
preALP,2021-01-01,Jive Cloud,JVCLD-36494,Customer Defect,Reviewed,,"Blast radius can't be calculated because ticket(s) JVANLT-5108, JVANLT-5839 is/are from different project than this issue. Solution: remove cross project dependency by duplicating FA / E2E to this issue project."
preALP,2021-01-01,Jive Cloud,JVCLD-36489,Customer Defect,Release pending,4.0,"JVCLD-42912,JVCLD-45619,JVCLD-55407,JVCLD-55421"
preALP,2021-01-01,Jive Cloud,JVCLD-36393,Defect,Release pending,4.0,"JVCLD-107819,JVCLD-43859,JVCLD-45071,JVCLD-45072"
preALP,2021-01-01,Jive Cloud,JVCLD-36390,Defect,Release pending,2.0,"JVCLD-43837,JVCLD-43841"
preALP,2021-01-01,Jive Cloud,JVCLD-36389,Customer Defect,Release pending,4.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841"
preALP,2021-01-01,Jive Cloud,JVCLD-36388,Defect,Release pending,4.0,"JVCLD-107819,JVCLD-43859,JVCLD-45071,JVCLD-45072"
preALP,2021-01-01,Jive Analytics,JVANLT-7390,Customer Defect,Release pending,1.0,JVANLT-7525
preALP,2021-01-01,Jive Analytics,JVANLT-7322,Customer Defect,Release pending,2.0,"JVANLT-5852,JVANLT-7388"
preALP,2021-01-01,Jive Analytics,JVANLT-5650,Defect,Release pending,1.0,JVANLT-6834
preALP,2021-01-01, Jive Cloud Mobile,JCM-9407,Defect,In Code Review,,
preALP,2021-01-01, Jive Cloud Mobile,JCM-9311,Customer Defect,Reviewed,2.0,"JCM-9544,JCM-9880"
preALP,2021-01-01, Jive Cloud Mobile,JCM-9289,Customer Defect,Reviewed,,The issue has no Functional Area affected
preALP,2021-01-01, Jive Cloud Mobile,JCM-9243,Customer Defect,Release pending,2.0,"JCM-9313,JCM-9544"
preALP,2021-01-01, Jive Cloud Mobile,JCM-9008,Customer Defect,Release pending,,"Blast radius can't be calculated because ticket(s) JVCLD-40854, JVCLD-89294, JVCLD-89308, JVCLD-89332, JVCLD-89333, JVCLD-89335 is/are from different project than this issue. Solution: remove cross project dependency by duplicating FA / E2E to this issue project."
preALP,2021-01-01, Jive Cloud Mobile,JCM-8843,Defect,Release pending,,"Blast radius can't be calculated because ticket(s) JCLDALL-16859, JCLDALL-16973, JCLDALL-25488, JCLDALL-320, JCLDALL-33162, JCLDALL-40057, JVCLD-40854, JVCLD-89289, JVCLD-89294, JVCLD-89308, JVCLD-89333, JVCLD-89335, JVCLD-89343 is/are from different project than this issue. Solution: remove cross project dependency by duplicating FA / E2E to this issue project."
preALP,2021-01-01, Jive Cloud Mobile,JCM-8673,Customer Defect,Release pending,,"Blast radius can't be calculated because ticket(s) JVCLD-89308, JVCLD-89338 is/are from different project than this issue. Solution: remove cross project dependency by duplicating FA / E2E to this issue project."
preALP,2021-01-01, Jive Cloud Mobile,JCM-8038,Customer Defect,Release pending,,"Blast radius can't be calculated because ticket(s) JVCLD-42976, JVCLD-46863, JVCLD-89303, JVCLD-89317, JVCLD-89322 is/are from different project than this issue. Solution: remove cross project dependency by duplicating FA / E2E to this issue project."
preALP,2021-01-01, Jive Cloud Mobile,JCM-7158,Defect,Release pending,,"Blast radius can't be calculated because ticket(s) JVCLD-42976, JVCLD-46863, JVCLD-89303, JVCLD-89317, JVCLD-89322 is/are from different project than this issue. Solution: remove cross project dependency by duplicating FA / E2E to this issue project."
preALP,2021-01-01, Jive Cloud Mobile,JCM-7129,Defect,Release pending,,"Blast radius can't be calculated because ticket(s) JVCLD-105140, JVCLD-45069, JVCLD-89288, JVCLD-89293, JVCLD-89319, JVCLD-89329 is/are from different project than this issue. Solution: remove cross project dependency by duplicating FA / E2E to this issue project."
preALP,2021-01-01, Jive Cloud Mobile,JCM-7096,Defect,Release pending,,"Blast radius can't be calculated because ticket(s) JVCLD-40854, JVCLD-89289, JVCLD-89308, JVCLD-89333, JVCLD-89335, JVCLD-89343 is/are from different project than this issue. Solution: remove cross project dependency by duplicating FA / E2E to this issue project."
preALP,2021-01-01, Jive Cloud Mobile,JCM-7075,Customer Defect,Release pending,,"Blast radius can't be calculated because ticket(s) JVCLD-40854, JVCLD-89294, JVCLD-89308, JVCLD-89332, JVCLD-89333, JVCLD-89335 is/are from different project than this issue. Solution: remove cross project dependency by duplicating FA / E2E to this issue project."
preALP,2021-01-01, Jive Cloud Mobile,JCM-6700,Defect,Release pending,,"Blast radius can't be calculated because ticket(s) JVCLD-89294, JVCLD-89308, JVCLD-89333, JVCLD-89335, JVCLD-89343 is/are from different project than this issue. Solution: remove cross project dependency by duplicating FA / E2E to this issue project."
preALP,2021-01-01, Jive Cloud Mobile,JCM-6266,Defect,Release pending,,"Blast radius can't be calculated because ticket(s) JVCLD-89296, JVCLD-89304, JVCLD-89308, JVCLD-89323, JVCLD-89333, JVCLD-89335, JVCLD-89337, JVCLD-89343 is/are from different project than this issue. Solution: remove cross project dependency by duplicating FA / E2E to this issue project."
preALP,2021-01-01, Jive Cloud Mobile,JCM-4229,Customer Defect,Release pending,,"Blast radius can't be calculated because ticket(s) JVCLD-105140, JVCLD-40854, JVCLD-45069, JVCLD-89284, JVCLD-89289, JVCLD-89308, JVCLD-89324, JVCLD-89333, JVCLD-89335, JVCLD-89340, JVCLD-89343 is/are from different project than this issue. Solution: remove cross project dependency by duplicating FA / E2E to this issue project."
preALP,2021-01-01,INFER,INFER-11885,Defect,Release pending,0.0,
preALP,2021-01-01,Hand,HAND-9758,Defect,Reviewed,9.0,"HAND-1763,HAND-2900,HAND-3583,HAND-489,HAND-577,HAND-604,HAND-651,HAND-653,HAND-657"
preALP,2021-01-01,Hand,HAND-9646,Defect,Release pending,7.0,"HAND-2900,HAND-3583,HAND-489,HAND-577,HAND-604,HAND-651,HAND-657"
preALP,2021-01-01,Hand,HAND-9612,Defect,Release pending,7.0,"HAND-2900,HAND-3583,HAND-489,HAND-577,HAND-604,HAND-651,HAND-657"
preALP,2021-01-01,GFI Mail Essentials,GFIME-16946,Customer Defect,Release pending,1.0,GFIME-17002
preALP,2021-01-01,GFI Mail Essentials,GFIME-16371,Customer Defect,Release pending,1.0,GFIME-6687
preALP,2021-01-01,GFI Mail Essentials,GFIME-13750,Defect,Release pending,4.0,"GFIME-10475,GFIME-13722,GFIME-5349,GFIME-6185"
preALP,2021-01-01,GFI LanGuard,GFIL-14401,Customer Defect,Release pending,1.0,GFIL-14465
preALP,2021-01-01,GFI LanGuard,GFIL-14173,Customer Defect,Release pending,1.0,GFIL-14454
preALP,2021-01-01,GFI Archiver,GFIA-18169,Customer Defect,In Code Review,,
preALP,2021-01-01,FogBugz 5k rewrite,FOGBUGZ5K-4348,Customer Defect,Release pending,2.0,"FOGBUGZ5K-1450,FOGBUGZ5K-4429"
preALP,2021-01-01,FogBugz 5k rewrite,FOGBUGZ5K-4336,Customer Defect,Release pending,1.0,FOGBUGZ5K-1450
preALP,2021-01-01,FogBugz 5k rewrite,FOGBUGZ5K-4246,Defect,Release pending,1.0,FOGBUGZ5K-4452
preALP,2021-01-01,FogBugz 5k rewrite,FOGBUGZ5K-902,Defect,In Code Review,,The issue has no Functional Area affected
preALP,2021-01-01,EY.Core -EngineYard Cloud Paas,EYPP-14575,Customer Defect,Release pending,0.0,
preALP,2021-01-01,EY.Core -EngineYard Cloud Paas,EYPP-14000,Defect,Release pending,0.0,
preALP,2021-01-01,EY.Core -EngineYard Cloud Paas,EYPP-13999,Defect,Release pending,0.0,
preALP,2021-01-01,EY.Core -EngineYard Cloud Paas,EYPP-13994,Defect,Release pending,1.0,EYPP-14210
preALP,2021-01-01,EY.Core -EngineYard Cloud Paas,EYPP-13863,Defect,Release pending,0.0,
preALP,2021-01-01,EY.Core -EngineYard Cloud Paas,EYPP-13445,Defect,Release pending,1.0,EYPP-14210
preALP,2021-01-01,Everest,EVCID-19234,Customer Defect,Release pending,2.0,"EVCID-18525,EVCID-18526"
preALP,2021-01-01,Everest,EVCID-15954,Defect,Release pending,2.0,"EVCID-12465,EVCID-9296"
preALP,2021-01-01,DevSpaces,DVSP-24784,Defect,Release pending,2.0,"DVSP-21020,DVSP-24909"
preALP,2021-01-01,DevSpaces,DVSP-24176,Defect,Release pending,5.0,"DVSP-21107,DVSP-21108,DVSP-21109,DVSP-21298,DVSP-21299"
preALP,2021-01-01,DevSpaces,DVSP-23192,Defect,Release pending,2.0,"DVSP-22163,DVSP-24495"
preALP,2021-01-01,DNN Software,DNN-45516,Defect,Release pending,2.0,"DNN-39979,DNN-44202"
preALP,2021-01-01,DNN Software,DNN-45138,Customer Defect,Release pending,0.0,
preALP,2021-01-01,DNN Software,DNN-45128,Defect,Release pending,7.0,"DNN-30526,DNN-30543,DNN-30545,DNN-30547,DNN-43354,DNN-43736,DNN-45031"
preALP,2021-01-01,DNN Software,DNN-45061,Defect,Release pending,2.0,"DNN-39979,DNN-44202"
preALP,2021-01-01,DNN Software,DNN-45055,Defect,Release pending,2.0,"DNN-39979,DNN-44202"
preALP,2021-01-01,DNN Software,DNN-44989,Customer Defect,In Code Review,,
preALP,2021-01-01,DNN Software,DNN-44729,Defect,Release pending,0.0,
preALP,2021-01-01,DNN Software,DNN-44606,Customer Defect,Release pending,1.0,DNN-29143
preALP,2021-01-01,DNN Software,DNN-44593,Defect,Reviewed,7.0,"DNN-30526,DNN-30543,DNN-30545,DNN-30547,DNN-43354,DNN-43736,DNN-45031"
preALP,2021-01-01,DNN Software,DNN-44591,Defect,Release pending,7.0,"DNN-30526,DNN-30543,DNN-30545,DNN-30547,DNN-43354,DNN-43736,DNN-45031"
preALP,2021-01-01,DNN Software,DNN-44301,Customer Defect,Release pending,2.0,"DNN-26009,DNN-31052"
preALP,2021-01-01,DNN Software,DNN-44299,Customer Defect,Release pending,0.0,
preALP,2021-01-01,DNN Software,DNN-44211,Customer Defect,Release pending,0.0,
preALP,2021-01-01,DNN Software,DNN-44143,Customer Defect,Release pending,0.0,
preALP,2021-01-01,DNN Software,DNN-44131,Customer Defect,Release pending,0.0,
preALP,2021-01-01,DNN Software,DNN-44083,Customer Defect,Release pending,5.0,"DNN-26577,DNN-27618,DNN-27908,DNN-27910,DNN-45285"
preALP,2021-01-01,DNN Software,DNN-44002,Customer Defect,Release pending,0.0,
preALP,2021-01-01,DNN Software,DNN-43992,Customer Defect,Release pending,3.0,"DNN-26558,DNN-27873,DNN-30487"
preALP,2021-01-01,DNN Software,DNN-43971,Customer Defect,Release pending,5.0,"DNN-26577,DNN-27618,DNN-27908,DNN-27910,DNN-45285"
preALP,2021-01-01,DNN Software,DNN-43813,Customer Defect,Release pending,0.0,
preALP,2021-01-01,DNN Software,DNN-43710,Customer Defect,Release pending,2.0,"DNN-26758,DNN-35953"
preALP,2021-01-01,DNN Software,DNN-43428,Customer Defect,Release pending,0.0,
preALP,2021-01-01,DNN Software,DNN-43277,Customer Defect,Reviewed,12.0,"DNN-26558,DNN-26577,DNN-27618,DNN-27908,DNN-27910,DNN-29144,DNN-29145,DNN-29147,DNN-30487,DNN-32196,DNN-42131,DNN-45285"
preALP,2021-01-01,DNN Software,DNN-43190,Defect,Release pending,1.0,DNN-30487
preALP,2021-01-01,DNN Software,DNN-42996,Customer Defect,Release pending,3.0,"DNN-27873,DNN-27880,DNN-27881"
preALP,2021-01-01,DNN Software,DNN-42975,Customer Defect,Release pending,1.0,DNN-32196
preALP,2021-01-01,DNN Software,DNN-42754,Customer Defect,Release pending,0.0,
preALP,2021-01-01,DNN Software,DNN-42191,Defect,Release pending,5.0,"DNN-26577,DNN-27618,DNN-27908,DNN-27910,DNN-45285"
preALP,2021-01-01,DNN Software,DNN-42147,Customer Defect,In Code Review,,The issue has no Functional Area affected
preALP,2021-01-01,DNN Software,DNN-42078,Defect,Release pending,5.0,"DNN-22346,DNN-26758,DNN-29151,DNN-31052,DNN-35953"
preALP,2021-01-01,DNN Software,DNN-41937,Customer Defect,Reviewed,6.0,"DNN-26577,DNN-27618,DNN-27908,DNN-27910,DNN-43290,DNN-45285"
preALP,2021-01-01,DNN Software,DNN-41632,Customer Defect,Release pending,5.0,"DNN-26577,DNN-27618,DNN-27908,DNN-27910,DNN-45285"
preALP,2021-01-01,DNN Software,DNN-41203,Defect,Release pending,3.0,"DNN-25767,DNN-29151,DNN-39391"
preALP,2021-01-01,DNN Software,DNN-41046,Defect,Release pending,7.0,"DNN-22346,DNN-25767,DNN-26758,DNN-29151,DNN-31052,DNN-35953,DNN-39391"
preALP,2021-01-01,DNN Software,DNN-40970,Defect,Release pending,1.0,DNN-32196
preALP,2021-01-01,DNN Software,DNN-40834,Defect,Release pending,5.0,"DNN-26577,DNN-27618,DNN-27908,DNN-27910,DNN-45285"
preALP,2021-01-01,DNN Software,DNN-40577,Customer Defect,Release pending,0.0,
preALP,2021-01-01,DNN Software,DNN-40053,Defect,Release pending,0.0,
preALP,2021-01-01,DNN Software,DNN-39956,Customer Defect,Reviewed,6.0,"DNN-26577,DNN-27618,DNN-27908,DNN-27910,DNN-43290,DNN-45285"
preALP,2021-01-01,DNN Software,DNN-39805,Customer Defect,Release pending,5.0,"DNN-26577,DNN-27618,DNN-27908,DNN-27910,DNN-45285"
preALP,2021-01-01,DNN Software,DNN-39631,Customer Defect,Release pending,1.0,DNN-29143
preALP,2021-01-01,DNN Software,DNN-37790,Defect,Release pending,0.0,
preALP,2021-01-01,DNN Software,DNN-36092,Defect,Reviewed,8.0,"DNN-26558,DNN-26577,DNN-29144,DNN-29145,DNN-29147,DNN-30487,DNN-32196,DNN-42131"
preALP,2021-01-01,DNN Software,DNN-35362,Defect,Release pending,8.0,"DNN-26558,DNN-26577,DNN-29144,DNN-29145,DNN-29147,DNN-30487,DNN-32196,DNN-42131"
preALP,2021-01-01,DNN Software,DNN-33961,Customer Defect,Reviewed,4.0,"DNN-26558,DNN-27873,DNN-30487,DNN-34628"
preALP,2021-01-01,DNN Software,DNN-33943,Defect,Release pending,0.0,
preALP,2021-01-01,DNN Software,DNN-33895,Defect,Release pending,1.0,DNN-38222
preALP,2021-01-01,DNN Software,DNN-33330,Defect,Release pending,0.0,
preALP,2021-01-01,DNN Software,DNN-33314,Defect,Release pending,0.0,
preALP,2021-01-01,DNN Software,DNN-32562,Defect,Release pending,2.0,"DNN-27884,DNN-27891"
preALP,2021-01-01,DNN Software,DNN-31901,Defect,In Code Review,4.0,"DNN-27917, DNN-27920, DNN-27922, DNN-29133"
preALP,2021-01-01,DNN Software,DNN-31843,Defect,Release pending,0.0,
preALP,2021-01-01,DNN Software,DNN-31788,Defect,Release pending,3.0,"DNN-25185,DNN-26758,DNN-35953"
preALP,2021-01-01,DNN Software,DNN-31642,Defect,Release pending,5.0,"DNN-26577,DNN-27618,DNN-27908,DNN-27910,DNN-45285"
preALP,2021-01-01,DNN Software,DNN-31641,Defect,Release pending,5.0,"DNN-26577,DNN-27618,DNN-27908,DNN-27910,DNN-45285"
preALP,2021-01-01,DNN Software,DNN-31472,Customer Defect,Release pending,1.0,DNN-38222
preALP,2021-01-01,DNN Software,DNN-30859,Customer Defect,Reviewed,,The issue has no Functional Area affected
preALP,2021-01-01,DNN Software,DNN-30103,Defect,Release pending,0.0,
preALP,2021-01-01,DNN Software,DNN-29479,Defect,Release pending,0.0,
preALP,2021-01-01,DNN Software,DNN-29303,Defect,Reviewed,1.0,DNN-34066
preALP,2021-01-01,DNN Software,DNN-28527,Defect,Reviewed,1.0,DNN-42624
preALP,2021-01-01,DNN Software,DNN-28505,Defect,In Code Review,,The issue has no Functional Area affected
preALP,2021-01-01,DNN Software,DNN-27150,Defect,Reviewed,1.0,DNN-42190
preALP,2021-01-01,DNN Software,DNN-26942,Defect,Release pending,0.0,
preALP,2021-01-01,DNN Software,DNN-23652,Defect,In Code Review,,The issue has no Functional Area affected
preALP,2021-01-01,DNN Software,DNN-18348,Defect,Reviewed,5.0,"DNN-26577,DNN-27618,DNN-27908,DNN-27910,DNN-45285"
preALP,2021-01-01,DNN Software,DNN-18331,Defect,In Code Review,,The issue has no Functional Area affected
preALP,2021-01-01,DNN Software,DNN-17451,Defect,Release pending,1.0,DNN-32196
preALP,2021-01-01,Lyris HQ,DEV-48974,Customer Defect,Release pending,1.0,DEV-49100
preALP,2021-01-01,Lyris HQ,DEV-48760,Customer Defect,Release pending,8.0,"DEV-41610,DEV-41863,DEV-41873,DEV-41875,DEV-41877,DEV-41939,DEV-42018,DEV-42022"
preALP,2021-01-01,Lyris HQ,DEV-47291,Customer Defect,Release pending,1.0,DEV-46656
preALP,2021-01-01,Lyris HQ,DEV-45716,Defect,In Code Review,,The issue has no Functional Area affected
preALP,2021-01-01,Lyris HQ,DEV-45674,Customer Defect,Release pending,5.0,"DEV-42440,DEV-42442,DEV-42444,DEV-42446,DEV-49083"
preALP,2021-01-01,Lyris HQ,DEV-43709,Customer Defect,Release pending,16.0,"DEV-43278,DEV-43304,DEV-43307,DEV-43313,DEV-43324,DEV-43341,DEV-43362,DEV-43384,DEV-43385,DEV-43404,DEV-43412,DEV-43429,DEV-43442,DEV-43450,DEV-43451,DEV-48810"
preALP,2021-01-01,Lyris HQ,DEV-25399,Customer Defect,Release pending,1.0,DEV-49015
preALP,2021-01-01,CRM,CRM-81512,Customer Defect,Release pending,0.0,
preALP,2021-01-01,CRM,CRM-81397,Customer Defect,Release pending,2.0,"CRM-63836,CRM-81520"
preALP,2021-01-01,CRM,CRM-80653,Customer Defect,Release pending,0.0,
preALP,2021-01-01,CRM,CRM-80385,Customer Defect,Release pending,1.0,CRM-80485
preALP,2021-01-01,CRM,CRM-79898,Customer Defect,In Code Review,,
preALP,2021-01-01,CRM,CRM-79551,Customer Defect,Release pending,0.0,
preALP,2021-01-01,CRM,CRM-79311,Customer Defect,In Code Review,,
preALP,2021-01-01,CRM,CRM-79149,Customer Defect,In Code Review,,
preALP,2021-01-01,CRM,CRM-78712,Customer Defect,In Code Review,,
preALP,2021-01-01,CRM,CRM-78401,Customer Defect,Release pending,5.0,"CRM-75344,CRM-78054,CRM-78679,CRM-80695,CRM-80696"
preALP,2021-01-01,CRM,CRM-77370,Customer Defect,In Code Review,,The issue has no Functional Area affected
preALP,2021-01-01,CRM,CRM-77322,Defect,In Code Review,1.0,CRM-78248
preALP,2021-01-01,CRM,CRM-74999,Customer Defect,Release pending,2.0,"CRM-63950,CRM-80424"
preALP,2021-01-01,CRM,CRM-73334,Customer Defect,Release pending,1.0,CRM-79928
preALP,2021-01-01,CRM,CRM-71545,Customer Defect,Release pending,2.0,"CRM-63899,CRM-77634"
preALP,2021-01-01,CRM,CRM-71128,Customer Defect,Release pending,3.0,"CRM-74959,CRM-75344,CRM-77722"
preALP,2021-01-01,CRM,CRM-67922,Customer Defect,Release pending,1.0,CRM-78400
preALP,2021-01-01,CRM,CRM-67801,Customer Defect,Release pending,1.0,CRM-78175
preALP,2021-01-01,Code Ramp,CR-1164,Defect,Release pending,0.0,
preALP,2021-01-01,Ignite CPQ,CPQCID-11288,Customer Defect,Release pending,1.0,CPQCID-11313
preALP,2021-01-01,Ignite CPQ,CPQCID-11093,Customer Defect,Release pending,0.0,
preALP,2021-01-01,CoreTrac,COTRAC-15076,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Kerio Control,CONTROL-36530,Defect,Release pending,0.0,
preALP,2021-01-01,Kerio Control,CONTROL-36439,Defect,Release pending,0.0,
preALP,2021-01-01,Kerio Control,CONTROL-36313,Customer Defect,Release pending,0.0,
preALP,2021-01-01,Kerio Control,CONTROL-36150,Customer Defect,Release pending,6.0,"CONTROL-30192,CONTROL-30194,CONTROL-30198,CONTROL-30200,CONTROL-30757,CONTROL-31314"
preALP,2021-01-01,Kerio Control,CONTROL-35181,Customer Defect,Release pending,2.0,"CONTROL-27145,CONTROL-32486"
