filter,key,project,issuetype,status,customfield_58100,customfield_60501
preALP,JVCLD-37195,Jive Cloud,Customer Defect,Release pending,4.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841"
preALP,JVCLD-37185,Jive Cloud,Customer Defect,Release pending,0.0,
preALP,JVCLD-37136,Jive Cloud,Defect,Release pending,2.0,"JVCLD-108967,JVCLD-42977"
preALP,JVCLD-37135,Jive Cloud,Defect,Release pending,5.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841,JVCLD-49048"
preALP,JVCLD-37125,Jive Cloud,Defect,Release pending,5.0,"JVCLD-108987,JVCLD-41288,JVCLD-45204,JVCLD-45205,JVCLD-49048"
preALP,JVCLD-37124,Jive Cloud,Defect,Release pending,2.0,"JVCLD-108992,JVCLD-42977"
preALP,JVCLD-37119,Jive Cloud,Defect,Release pending,2.0,"JVCLD-108990,JVCLD-42977"
preALP,JVCLD-37114,Jive Cloud,Defect,Release pending,4.0,"JVCLD-41288,JVCLD-45204,JVCLD-45205,JVCLD-49048"
preALP,JVCLD-36516,Jive Cloud,Customer Defect,Release pending,1.0,JVCLD-60649
preALP,JVCLD-36512,Jive Cloud,Customer Defect,Release pending,2.0,"JVCLD-48959,JVCLD-49048"
preALP,JVCLD-36509,Jive Cloud,Customer Defect,Release pending,5.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841,JVCLD-45619"
preALP,JVCLD-36506,Jive Cloud,Customer Defect,Release pending,5.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841,JVCLD-45619"
preALP,JVCLD-36502,Jive Cloud,Customer Defect,Release pending,11.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841,JVCLD-55614,JVCLD-60649,JVCLD-71453,JVCLD-88875,JVCLD-89094,JVCLD-92516,JVCLD-93620"
preALP,JVCLD-36501,Jive Cloud,Customer Defect,Release pending,4.0,"JVCLD-42912,JVCLD-43837,JVCLD-43841,JVCLD-45619"
preALP,JVCLD-36494,Jive Cloud,Customer Defect,Reviewed,,"Blast radius can't be calculated because ticket(s) JVANLT-5108, JVANLT-5839 is/are from different project than this issue. Solution: remove cross project dependency by duplicating FA / E2E to this issue project."
preALP,JVCLD-36489,Jive Cloud,Customer Defect,Release pending,4.0,"JVCLD-42912,JVCLD-45619,JVCLD-55407,JVCLD-55421"
preALP,JVCLD-36393,Jive Cloud,Defect,Release pending,4.0,"JVCLD-107819,JVCLD-43859,JVCLD-45071,JVCLD-45072"
preALP,JVCLD-36390,Jive Cloud,Defect,Release pending,2.0,"JVCLD-43837,JVCLD-43841"
preALP,JVCLD-36389,Jive Cloud,Customer Defect,Release pending,4.0,"JVCLD-40800,JVCLD-42912,JVCLD-43837,JVCLD-43841"
preALP,JVCLD-36388,Jive Cloud,Defect,Release pending,4.0,"JVCLD-107819,JVCLD-43859,JVCLD-45071,JVCLD-45072"
preALP,JVANLT-7390,Jive Analytics,Customer Defect,Release pending,1.0,JVANLT-7525
preALP,JVANLT-7322,Jive Analytics,Customer Defect,Release pending,2.0,"JVANLT-5852,JVANLT-7388"
preALP,JVANLT-5650,Jive Analytics,Defect,Release pending,1.0,JVANLT-6834
preALP,JCM-9407, Jive Cloud Mobile,Defect,In Code Review,,
preALP,JCM-9311, Jive Cloud Mobile,Customer Defect,Reviewed,2.0,"JCM-9544,JCM-9880"
preALP,JCM-9289, Jive Cloud Mobile,Customer Defect,Reviewed,,The issue has no Functional Area affected
preALP,JCM-9243, Jive Cloud Mobile,Customer Defect,Release pending,2.0,"JCM-9313,JCM-9544"
preALP,JCM-9008, Jive Cloud Mobile,Customer Defect,Release pending,,"Blast radius can't be calculated because ticket(s) JVCLD-40854, JVCLD-89294, JVCLD-89308, JVCLD-89332, JVCLD-89333, JVCLD-89335 is/are from different project than this issue. Solution: remove cross project dependency by duplicating FA / E2E to this issue project."
preALP,JCM-8843, Jive Cloud Mobile,Defect,Release pending,,"Blast radius can't be calculated because ticket(s) JCLDALL-16859, JCLDALL-16973, JCLDALL-25488, JCLDALL-320, JCLDALL-33162, JCLDALL-40057, JVCLD-40854, JVCLD-89289, JVCLD-89294, JVCLD-89308, JVCLD-89333, JVCLD-89335, JVCLD-89343 is/are from different project than this issue. Solution: remove cross project dependency by duplicating FA / E2E to this issue project."
preALP,JCM-8673, Jive Cloud Mobile,Customer Defect,Release pending,,"Blast radius can't be calculated because ticket(s) JVCLD-89308, JVCLD-89338 is/are from different project than this issue. Solution: remove cross project dependency by duplicating FA / E2E to this issue project."
preALP,JCM-8038, Jive Cloud Mobile,Customer Defect,Release pending,,"Blast radius can't be calculated because ticket(s) JVCLD-42976, JVCLD-46863, JVCLD-89303, JVCLD-89317, JVCLD-89322 is/are from different project than this issue. Solution: remove cross project dependency by duplicating FA / E2E to this issue project."
preALP,JCM-7158, Jive Cloud Mobile,Defect,Release pending,,"Blast radius can't be calculated because ticket(s) JVCLD-42976, JVCLD-46863, JVCLD-89303, JVCLD-89317, JVCLD-89322 is/are from different project than this issue. Solution: remove cross project dependency by duplicating FA / E2E to this issue project."
preALP,JCM-7129, Jive Cloud Mobile,Defect,Release pending,,"Blast radius can't be calculated because ticket(s) JVCLD-105140, JVCLD-45069, JVCLD-89288, JVCLD-89293, JVCLD-89319, JVCLD-89329 is/are from different project than this issue. Solution: remove cross project dependency by duplicating FA / E2E to this issue project."
preALP,JCM-7096, Jive Cloud Mobile,Defect,Release pending,,"Blast radius can't be calculated because ticket(s) JVCLD-40854, JVCLD-89289, JVCLD-89308, JVCLD-89333, JVCLD-89335, JVCLD-89343 is/are from different project than this issue. Solution: remove cross project dependency by duplicating FA / E2E to this issue project."
preALP,JCM-7075, Jive Cloud Mobile,Customer Defect,Release pending,,"Blast radius can't be calculated because ticket(s) JVCLD-40854, JVCLD-89294, JVCLD-89308, JVCLD-89332, JVCLD-89333, JVCLD-89335 is/are from different project than this issue. Solution: remove cross project dependency by duplicating FA / E2E to this issue project."
preALP,JCM-6700, Jive Cloud Mobile,Defect,Release pending,,"Blast radius can't be calculated because ticket(s) JVCLD-89294, JVCLD-89308, JVCLD-89333, JVCLD-89335, JVCLD-89343 is/are from different project than this issue. Solution: remove cross project dependency by duplicating FA / E2E to this issue project."
preALP,JCM-6266, Jive Cloud Mobile,Defect,Release pending,,"Blast radius can't be calculated because ticket(s) JVCLD-89296, JVCLD-89304, JVCLD-89308, JVCLD-89323, JVCLD-89333, JVCLD-89335, JVCLD-89337, JVCLD-89343 is/are from different project than this issue. Solution: remove cross project dependency by duplicating FA / E2E to this issue project."
preALP,JCM-4229, Jive Cloud Mobile,Customer Defect,Release pending,,"Blast radius can't be calculated because ticket(s) JVCLD-105140, JVCLD-40854, JVCLD-45069, JVCLD-89284, JVCLD-89289, JVCLD-89308, JVCLD-89324, JVCLD-89333, JVCLD-89335, JVCLD-89340, JVCLD-89343 is/are from different project than this issue. Solution: remove cross project dependency by duplicating FA / E2E to this issue project."
preALP,INFER-11885,INFER,Defect,Release pending,0.0,
preALP,HAND-9758,Hand,Defect,Reviewed,9.0,"HAND-1763,HAND-2900,HAND-3583,HAND-489,HAND-577,HAND-604,HAND-651,HAND-653,HAND-657"
preALP,HAND-9646,Hand,Defect,Release pending,7.0,"HAND-2900,HAND-3583,HAND-489,HAND-577,HAND-604,HAND-651,HAND-657"
preALP,HAND-9612,Hand,Defect,Release pending,7.0,"HAND-2900,HAND-3583,HAND-489,HAND-577,HAND-604,HAND-651,HAND-657"
preALP,GFIME-16946,GFI Mail Essentials,Customer Defect,Release pending,1.0,GFIME-17002
preALP,GFIME-16371,GFI Mail Essentials,Customer Defect,Release pending,1.0,GFIME-6687
preALP,GFIME-13750,GFI Mail Essentials,Defect,Release pending,4.0,"GFIME-10475,GFIME-13722,GFIME-5349,GFIME-6185"
preALP,GFIL-14401,GFI LanGuard,Customer Defect,Release pending,1.0,GFIL-14465
preALP,GFIL-14173,GFI LanGuard,Customer Defect,Release pending,1.0,GFIL-14454
preALP,GFIA-18169,GFI Archiver,Customer Defect,In Code Review,,
preALP,FOGBUGZ5K-4348,FogBugz 5k rewrite,Customer Defect,Release pending,2.0,"FOGBUGZ5K-1450,FOGBUGZ5K-4429"
preALP,FOGBUGZ5K-4336,FogBugz 5k rewrite,Customer Defect,Release pending,1.0,FOGBUGZ5K-1450
preALP,FOGBUGZ5K-4246,FogBugz 5k rewrite,Defect,Release pending,1.0,FOGBUGZ5K-4452
preALP,FOGBUGZ5K-902,FogBugz 5k rewrite,Defect,In Code Review,,The issue has no Functional Area affected
preALP,EYPP-14575,EY.Core -EngineYard Cloud Paas,Customer Defect,Release pending,0.0,
preALP,EYPP-14000,EY.Core -EngineYard Cloud Paas,Defect,Release pending,0.0,
preALP,EYPP-13999,EY.Core -EngineYard Cloud Paas,Defect,Release pending,0.0,
preALP,EYPP-13994,EY.Core -EngineYard Cloud Paas,Defect,Release pending,1.0,EYPP-14210
preALP,EYPP-13863,EY.Core -EngineYard Cloud Paas,Defect,Release pending,0.0,
preALP,EYPP-13445,EY.Core -EngineYard Cloud Paas,Defect,Release pending,1.0,EYPP-14210
preALP,EVCID-19234,Everest,Customer Defect,Release pending,2.0,"EVCID-18525,EVCID-18526"
preALP,EVCID-15954,Everest,Defect,Release pending,2.0,"EVCID-12465,EVCID-9296"
preALP,DVSP-24784,DevSpaces,Defect,Release pending,2.0,"DVSP-21020,DVSP-24909"
preALP,DVSP-24176,DevSpaces,Defect,Release pending,5.0,"DVSP-21107,DVSP-21108,DVSP-21109,DVSP-21298,DVSP-21299"
preALP,DVSP-23192,DevSpaces,Defect,Release pending,2.0,"DVSP-22163,DVSP-24495"
preALP,DNN-45516,DNN Software,Defect,Release pending,2.0,"DNN-39979,DNN-44202"
preALP,DNN-45138,DNN Software,Customer Defect,Release pending,0.0,
preALP,DNN-45128,DNN Software,Defect,Release pending,7.0,"DNN-30526,DNN-30543,DNN-30545,DNN-30547,DNN-43354,DNN-43736,DNN-45031"
preALP,DNN-45061,DNN Software,Defect,Release pending,2.0,"DNN-39979,DNN-44202"
preALP,DNN-45055,DNN Software,Defect,Release pending,2.0,"DNN-39979,DNN-44202"
preALP,DNN-44989,DNN Software,Customer Defect,In Code Review,,
preALP,DNN-44729,DNN Software,Defect,Release pending,0.0,
preALP,DNN-44606,DNN Software,Customer Defect,Release pending,1.0,DNN-29143
preALP,DNN-44593,DNN Software,Defect,Reviewed,7.0,"DNN-30526,DNN-30543,DNN-30545,DNN-30547,DNN-43354,DNN-43736,DNN-45031"
preALP,DNN-44591,DNN Software,Defect,Release pending,7.0,"DNN-30526,DNN-30543,DNN-30545,DNN-30547,DNN-43354,DNN-43736,DNN-45031"
preALP,DNN-44301,DNN Software,Customer Defect,Release pending,2.0,"DNN-26009,DNN-31052"
preALP,DNN-44299,DNN Software,Customer Defect,Release pending,0.0,
preALP,DNN-44211,DNN Software,Customer Defect,Release pending,0.0,
preALP,DNN-44143,DNN Software,Customer Defect,Release pending,0.0,
preALP,DNN-44131,DNN Software,Customer Defect,Release pending,0.0,
preALP,DNN-44083,DNN Software,Customer Defect,Release pending,5.0,"DNN-26577,DNN-27618,DNN-27908,DNN-27910,DNN-45285"
preALP,DNN-44002,DNN Software,Customer Defect,Release pending,0.0,
preALP,DNN-43992,DNN Software,Customer Defect,Release pending,3.0,"DNN-26558,DNN-27873,DNN-30487"
preALP,DNN-43971,DNN Software,Customer Defect,Release pending,5.0,"DNN-26577,DNN-27618,DNN-27908,DNN-27910,DNN-45285"
preALP,DNN-43813,DNN Software,Customer Defect,Release pending,0.0,
preALP,DNN-43710,DNN Software,Customer Defect,Release pending,2.0,"DNN-26758,DNN-35953"
preALP,DNN-43428,DNN Software,Customer Defect,Release pending,0.0,
preALP,DNN-43277,DNN Software,Customer Defect,Reviewed,12.0,"DNN-26558,DNN-26577,DNN-27618,DNN-27908,DNN-27910,DNN-29144,DNN-29145,DNN-29147,DNN-30487,DNN-32196,DNN-42131,DNN-45285"
preALP,DNN-43190,DNN Software,Defect,Release pending,1.0,DNN-30487
preALP,DNN-42996,DNN Software,Customer Defect,Release pending,3.0,"DNN-27873,DNN-27880,DNN-27881"
preALP,DNN-42975,DNN Software,Customer Defect,Release pending,1.0,DNN-32196
preALP,DNN-42754,DNN Software,Customer Defect,Release pending,0.0,
preALP,DNN-42191,DNN Software,Defect,Release pending,5.0,"DNN-26577,DNN-27618,DNN-27908,DNN-27910,DNN-45285"
preALP,DNN-42147,DNN Software,Customer Defect,In Code Review,,The issue has no Functional Area affected
preALP,DNN-42078,DNN Software,Defect,Release pending,5.0,"DNN-22346,DNN-26758,DNN-29151,DNN-31052,DNN-35953"
preALP,DNN-41937,DNN Software,Customer Defect,Reviewed,6.0,"DNN-26577,DNN-27618,DNN-27908,DNN-27910,DNN-43290,DNN-45285"
preALP,DNN-41632,DNN Software,Customer Defect,Release pending,5.0,"DNN-26577,DNN-27618,DNN-27908,DNN-27910,DNN-45285"
preALP,DNN-41203,DNN Software,Defect,Release pending,3.0,"DNN-25767,DNN-29151,DNN-39391"
preALP,DNN-41046,DNN Software,Defect,Release pending,7.0,"DNN-22346,DNN-25767,DNN-26758,DNN-29151,DNN-31052,DNN-35953,DNN-39391"
preALP,DNN-40970,DNN Software,Defect,Release pending,1.0,DNN-32196
preALP,DNN-40834,DNN Software,Defect,Release pending,5.0,"DNN-26577,DNN-27618,DNN-27908,DNN-27910,DNN-45285"
preALP,DNN-40577,DNN Software,Customer Defect,Release pending,0.0,
preALP,DNN-40053,DNN Software,Defect,Release pending,0.0,
preALP,DNN-39956,DNN Software,Customer Defect,Reviewed,6.0,"DNN-26577,DNN-27618,DNN-27908,DNN-27910,DNN-43290,DNN-45285"
preALP,DNN-39805,DNN Software,Customer Defect,Release pending,5.0,"DNN-26577,DNN-27618,DNN-27908,DNN-27910,DNN-45285"
preALP,DNN-39631,DNN Software,Customer Defect,Release pending,1.0,DNN-29143
preALP,DNN-37790,DNN Software,Defect,Release pending,0.0,
preALP,DNN-36092,DNN Software,Defect,Reviewed,8.0,"DNN-26558,DNN-26577,DNN-29144,DNN-29145,DNN-29147,DNN-30487,DNN-32196,DNN-42131"
preALP,DNN-35362,DNN Software,Defect,Release pending,8.0,"DNN-26558,DNN-26577,DNN-29144,DNN-29145,DNN-29147,DNN-30487,DNN-32196,DNN-42131"
preALP,DNN-33961,DNN Software,Customer Defect,Reviewed,4.0,"DNN-26558,DNN-27873,DNN-30487,DNN-34628"
preALP,DNN-33943,DNN Software,Defect,Release pending,0.0,
preALP,DNN-33895,DNN Software,Defect,Release pending,1.0,DNN-38222
preALP,DNN-33330,DNN Software,Defect,Release pending,0.0,
preALP,DNN-33314,DNN Software,Defect,Release pending,0.0,
preALP,DNN-32562,DNN Software,Defect,Release pending,2.0,"DNN-27884,DNN-27891"
preALP,DNN-31901,DNN Software,Defect,In Code Review,4.0,"DNN-27917, DNN-27920, DNN-27922, DNN-29133"
preALP,DNN-31843,DNN Software,Defect,Release pending,0.0,
preALP,DNN-31788,DNN Software,Defect,Release pending,3.0,"DNN-25185,DNN-26758,DNN-35953"
preALP,DNN-31642,DNN Software,Defect,Release pending,5.0,"DNN-26577,DNN-27618,DNN-27908,DNN-27910,DNN-45285"
preALP,DNN-31641,DNN Software,Defect,Release pending,5.0,"DNN-26577,DNN-27618,DNN-27908,DNN-27910,DNN-45285"
preALP,DNN-31472,DNN Software,Customer Defect,Release pending,1.0,DNN-38222
preALP,DNN-30859,DNN Software,Customer Defect,Reviewed,,The issue has no Functional Area affected
preALP,DNN-30103,DNN Software,Defect,Release pending,0.0,
preALP,DNN-29479,DNN Software,Defect,Release pending,0.0,
preALP,DNN-29303,DNN Software,Defect,Reviewed,1.0,DNN-34066
preALP,DNN-28527,DNN Software,Defect,Reviewed,1.0,DNN-42624
preALP,DNN-28505,DNN Software,Defect,In Code Review,,The issue has no Functional Area affected
preALP,DNN-27150,DNN Software,Defect,Reviewed,1.0,DNN-42190
preALP,DNN-26942,DNN Software,Defect,Release pending,0.0,
preALP,DNN-23652,DNN Software,Defect,In Code Review,,The issue has no Functional Area affected
preALP,DNN-18348,DNN Software,Defect,Reviewed,5.0,"DNN-26577,DNN-27618,DNN-27908,DNN-27910,DNN-45285"
preALP,DNN-18331,DNN Software,Defect,In Code Review,,The issue has no Functional Area affected
preALP,DNN-17451,DNN Software,Defect,Release pending,1.0,DNN-32196
preALP,DEV-48974,Lyris HQ,Customer Defect,Release pending,1.0,DEV-49100
preALP,DEV-48760,Lyris HQ,Customer Defect,Release pending,8.0,"DEV-41610,DEV-41863,DEV-41873,DEV-41875,DEV-41877,DEV-41939,DEV-42018,DEV-42022"
preALP,DEV-47291,Lyris HQ,Customer Defect,Release pending,1.0,DEV-46656
preALP,DEV-45716,Lyris HQ,Defect,In Code Review,,The issue has no Functional Area affected
preALP,DEV-45674,Lyris HQ,Customer Defect,Release pending,5.0,"DEV-42440,DEV-42442,DEV-42444,DEV-42446,DEV-49083"
preALP,DEV-43709,Lyris HQ,Customer Defect,Release pending,16.0,"DEV-43278,DEV-43304,DEV-43307,DEV-43313,DEV-43324,DEV-43341,DEV-43362,DEV-43384,DEV-43385,DEV-43404,DEV-43412,DEV-43429,DEV-43442,DEV-43450,DEV-43451,DEV-48810"
preALP,DEV-25399,Lyris HQ,Customer Defect,Release pending,1.0,DEV-49015
preALP,CRM-81512,CRM,Customer Defect,Release pending,0.0,
preALP,CRM-81397,CRM,Customer Defect,Release pending,2.0,"CRM-63836,CRM-81520"
preALP,CRM-80653,CRM,Customer Defect,Release pending,0.0,
preALP,CRM-80385,CRM,Customer Defect,Release pending,1.0,CRM-80485
preALP,CRM-79898,CRM,Customer Defect,In Code Review,,
preALP,CRM-79551,CRM,Customer Defect,Release pending,0.0,
preALP,CRM-79311,CRM,Customer Defect,In Code Review,,
preALP,CRM-79149,CRM,Customer Defect,In Code Review,,
preALP,CRM-78712,CRM,Customer Defect,In Code Review,,
preALP,CRM-78401,CRM,Customer Defect,Release pending,5.0,"CRM-75344,CRM-78054,CRM-78679,CRM-80695,CRM-80696"
preALP,CRM-77370,CRM,Customer Defect,In Code Review,,The issue has no Functional Area affected
preALP,CRM-77322,CRM,Defect,In Code Review,1.0,CRM-78248
preALP,CRM-74999,CRM,Customer Defect,Release pending,2.0,"CRM-63950,CRM-80424"
preALP,CRM-73334,CRM,Customer Defect,Release pending,1.0,CRM-79928
preALP,CRM-71545,CRM,Customer Defect,Release pending,2.0,"CRM-63899,CRM-77634"
preALP,CRM-71128,CRM,Customer Defect,Release pending,3.0,"CRM-74959,CRM-75344,CRM-77722"
preALP,CRM-67922,CRM,Customer Defect,Release pending,1.0,CRM-78400
preALP,CRM-67801,CRM,Customer Defect,Release pending,1.0,CRM-78175
preALP,CR-1164,Code Ramp,Defect,Release pending,0.0,
preALP,CPQCID-11288,Ignite CPQ,Customer Defect,Release pending,1.0,CPQCID-11313
preALP,CPQCID-11093,Ignite CPQ,Customer Defect,Release pending,0.0,
preALP,COTRAC-15076,CoreTrac,Customer Defect,Release pending,0.0,
preALP,CONTROL-36530,Kerio Control,Defect,Release pending,0.0,
preALP,CONTROL-36439,Kerio Control,Defect,Release pending,0.0,
preALP,CONTROL-36313,Kerio Control,Customer Defect,Release pending,0.0,
preALP,CONTROL-36150,Kerio Control,Customer Defect,Release pending,6.0,"CONTROL-30192,CONTROL-30194,CONTROL-30198,CONTROL-30200,CONTROL-30757,CONTROL-31314"
preALP,CONTROL-35181,Kerio Control,Customer Defect,Release pending,2.0,"CONTROL-27145,CONTROL-32486"
preALP,CONTROL-33608,Kerio Control,Customer Defect,Release pending,2.0,"CONTROL-23886,CONTROL-30302"
preALP,CONTROL-32788,Kerio Control,Customer Defect,Release pending,2.0,"CONTROL-23886,CONTROL-30302"
preALP,CONTROL-31690,Kerio Control,Customer Defect,Release pending,2.0,"CONTROL-23886,CONTROL-30302"
preALP,CONNECT-81965,Kerio Connect,Customer Defect,Release pending,0.0,
preALP,CODEFIX-6500,CodeFix,Defect,Reviewed,1.0,CODEFIX-6511
preALP,BOINT-18664,Bonzai Intranet,Defect,Release pending,0.0,
preALP,BOINT-18452,Bonzai Intranet,Customer Defect,Release pending,0.0,
preALP,BIZAPPS-26083,BiznessApps,Customer Defect,Release pending,0.0,
preALP,BIZAPPS-21630,BiznessApps,Customer Defect,Reviewed,,The issue has no Functional Area affected
preALP,BEC-13307,Beckon,Customer Defect,Release pending,0.0,
preALP,BEC-12814,Beckon,Customer Defect,Release pending,1.0,BEC-224
preALP,BEC-11688,Beckon,Customer Defect,Release pending,1.0,BEC-224
preALP,BEC-11660,Beckon,Customer Defect,Release pending,1.0,BEC-224
preALP,BEC-11658,Beckon,Customer Defect,Release pending,1.0,BEC-224
preALP,BEC-11616,Beckon,Customer Defect,Reviewed,,The issue has no Functional Area affected
preALP,BEC-10087,Beckon,Defect,Release pending,0.0,
preALP,BEC-10036,Beckon,Defect,Release pending,1.0,BEC-224
preALP,BEC-9196,Beckon,Defect,Release pending,0.0,
preALP,BEC-7849,Beckon,Defect,Release pending,0.0,
preALP,BEC-7796,Beckon,Defect,Release pending,1.0,BEC-1535
preALP,BEC-7784,Beckon,Defect,Release pending,0.0,
preALP,BEC-7773,Beckon,Defect,Release pending,0.0,
preALP,BEC-7494,Beckon,Customer Defect,Release pending,0.0,
preALP,BEC-1214,Beckon,Defect,Release pending,2.0,"BEC-10310,BEC-12579"
preALP,AWORK-61818,XO.HireManage,Defect,Release pending,0.0,
preALP,AWORK-61445,XO.HireManage,Defect,Release pending,5.0,"AWORK-52850,AWORK-55681,AWORK-55755,AWORK-56158,AWORK-56368"
preALP,AWORK-61394,XO.HireManage,Customer Defect,Release pending,1.0,AWORK-60205
preALP,AWORK-61158,XO.HireManage,Customer Defect,Release pending,1.0,AWORK-47442
preALP,AWORK-60264,XO.HireManage,Defect,Release pending,0.0,
preALP,AGEMSAT-6136,Agemni SAT,Customer Defect,Release pending,0.0,
preALP,AGEMSAT-6088,Agemni SAT,Customer Defect,Release pending,0.0,
preALP,AGEMSAT-5535,Agemni SAT,Customer Defect,Release pending,0.0,
preALP,AGEMSAT-5326,Agemni SAT,Defect,Release pending,1.0,AGEMSAT-3171
preALP,AGEMSAT-5263,Agemni SAT,Defect,Release pending,0.0,
preALP,AGEMSAT-5204,Agemni SAT,Defect,Release pending,1.0,AGEMSAT-6352
preALP,AGEMSAT-5200,Agemni SAT,Defect,Release pending,0.0,
preALP,AGEMSAT-5198,Agemni SAT,Defect,Reviewed,1.0,AGEMSAT-5633
preALP,AGEMSAT-5196,Agemni SAT,Defect,Release pending,1.0,AGEMSAT-3171
preALP,AGEMSAT-5194,Agemni SAT,Defect,Release pending,1.0,AGEMSAT-3171
preALP,AGEMSAT-4143,Agemni SAT,Customer Defect,Release pending,0.0,
preALP,AGEMSAT-3721,Agemni SAT,Customer Defect,Release pending,0.0,
preALP,AGEMSAT-2201,Agemni SAT,Defect,Release pending,0.0,
preALP,AGEMSAT-2195,Agemni SAT,Defect,Release pending,4.0,"AGEMSAT-3236,AGEMSAT-3237,AGEMSAT-3238,AGEMSAT-3239"
preALP,AGEMSAT-2068,Agemni SAT,Defect,Release pending,3.0,"AGEMSAT-3253,AGEMSAT-3254,AGEMSAT-3255"
preALP,AGEMSAT-2021,Agemni SAT,Defect,Release pending,0.0,
preALP,AGEMSAT-1916,Agemni SAT,Defect,Release pending,7.0,"AGEMSAT-1624,AGEMSAT-3201,AGEMSAT-3202,AGEMSAT-3203,AGEMSAT-3204,AGEMSAT-3205,AGEMSAT-3484"
preALP,AGEMSAT-1870,Agemni SAT,Defect,Release pending,7.0,"AGEMSAT-3201,AGEMSAT-3202,AGEMSAT-3203,AGEMSAT-3204,AGEMSAT-3205,AGEMSAT-3484,AGEMSAT-5512"
preALP,AGEMSAT-1829,Agemni SAT,Defect,Release pending,4.0,"AGEMSAT-1831,AGEMSAT-3131,AGEMSAT-3132,AGEMSAT-3135"
preALP,AGEMSAT-1521,Agemni SAT,Customer Defect,Release pending,4.0,"AGEMSAT-3236,AGEMSAT-3237,AGEMSAT-3238,AGEMSAT-3239"
preALP,AGEMSAT-913,Agemni SAT,Customer Defect,Release pending,3.0,"AGEMSAT-3191,AGEMSAT-3194,AGEMSAT-3195"
preALP,AGEMSAT-835,Agemni SAT,Defect,Release pending,2.0,"AGEMSAT-3247,AGEMSAT-3248"
preALP,AGEMSAT-743,Agemni SAT,Defect,Release pending,3.0,"AGEMSAT-3191,AGEMSAT-3194,AGEMSAT-3195"
preALP,AGEMSAT-705,Agemni SAT,Defect,Release pending,0.0,
preALP,AGEMSAT-681,Agemni SAT,Defect,Release pending,0.0,
preALP,AGEMSAT-677,Agemni SAT,Defect,Release pending,0.0,
preALP,AGEMCMS-7691,Agemni CMS,Customer Defect,In Code Review,,
preALP,AGEMCMS-7521,Agemni CMS,Customer Defect,Release pending,0.0,
preALP,AGEMCMS-7246,Agemni CMS,Customer Defect,Release pending,0.0,
preALP,AGEMCMS-5028,Agemni CMS,Defect,In Code Review,,
preALP,AGEMCMS-4920,Agemni CMS,Customer Defect,Release pending,1.0,AGEMCMS-3201
preALP,AGEMCMS-3799,Agemni CMS,Customer Defect,In Code Review,,The issue has no Functional Area affected
preALP,AESEDI-54086,AES EDI,Defect,Release pending,0.0,
preALP,AESEDI-54020,AES EDI,Defect,In Code Review,,
preALP,AESCIS-46947,AES CIS,Customer Defect,Release pending,0.0,
preALP,AESCIS-46939,AES CIS,Customer Defect,Release pending,0.0,
preALP,AESCIS-46861,AES CIS,Customer Defect,Release pending,0.0,
preALP,AESCIS-46745,AES CIS,Customer Defect,Release pending,1.0,AESCIS-46936
preALP,AESCIS-45453,AES CIS,Customer Defect,Release pending,0.0,
preALP,ACTA-60330,Aurea Monitor,Customer Defect,In Code Review,,
preALP,ACTA-60257,Aurea Monitor,Customer Defect,Release pending,0.0,
preALP,ACID-36952,Acorn PA5G,Defect,Release pending,0.0,
preALP,ACID-36351,Acorn PA5G,Defect,Release pending,1.0,ACID-21755
preALP,ACID-36048,Acorn PA5G,Defect,Release pending,1.0,ACID-21755
preALP,ACID-34532,Acorn PA5G,Customer Defect,Release pending,5.0,"ACID-19654,ACID-22666,ACID-22667,ACID-23014,ACID-37203"
preALP,ACID-23727,Acorn PA5G,Customer Defect,Release pending,5.0,"ACID-23543,ACID-23545,ACID-23546,ACID-23551,ACID-24092"
